id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,blossom end shape,calyx constriction,calyx margin,calyx shape,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,fruit persistance,fruit set,pungency,plant height,plant width,anther color,corolla color,corolla spots,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),anthocyanin immature fruit,capsaicin content,dihydrocpasaicin content,total capsaicinoid content,percent dry weight,beet curly top virus,phytophthora,dwarfism,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,male sterility,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,bract length in millimeters,branching index,inflorescence density,terminal inflorescence,hundred seed weight,number of seeds per gram
1438127,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1438127,PI 543191,Capsicum spp.,,,5.0,,1.0,3.0,,,2.0,3.0,0.0,5.0,,,1.0,,,3.0,,0.0,1.0,3.0,1.0,1.0,9.0,,1.0,,1.0,5.0,0.0,7.0,,1.0,,1.0,1.0,,,3.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549578,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1549578,Grif 14046,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196558,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196558,PI 257117,Capsicum annuum L.,,,,,,,1.0,,,,,3.0,,1.0,1.0,4.0,2.0,2.0,,,,,2.0,,,,,,,,,,8.0,,,6.0,,70.0,75.0,,,,,,,,,9.0,,,,,,,,,1216.81,856.25,2073.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333548,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333548,PI 438612,Capsicum annuum L.,9.0,,,,,,2.0,,,,,9.0,,1.0,1.0,4.0,,3.0,,,,,5.0,,,,,,,,,,8.0,,,5.0,,50.0,77.0,,,,,,,,,5.0,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572815,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572815,PI 640670,Capsicum annuum L.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048332,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048332,Grif 9387,Capsicum spp.,,,7.0,3.0,,5.0,,,1.0,1.0,0.0,,,,1.0,,,,2.0,,1.0,,2.0,1.0,5.0,3.0,1.0,,1.0,5.0,9.0,9.0,,,1.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573608,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573608,PI 640902,Capsicum chinense Jacq.,,,,,,,,,,,,3.95,,,,,7.9,3.12,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.75,229.77,478.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252660,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252660,PI 339046,Capsicum annuum L.,9.0,,,,,,2.0,,,,,13.0,,1.0,1.0,1.0,,4.0,,,,,2.0,,,,,,,,,,1.0,,,5.0,,60.0,60.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334307,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334307,PI 439371,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,1.0,7.0,1.0,,7.0,1.0,,1.0,2.0,0.0,9.0,,1.0,1.0,1.0,6.9,2.0,3.0,0.0,3.0,3.0,2.0,,9.0,3.0,1.0,,1.0,7.0,1.0,3.0,,9.0,0.0,9.0,1.0,,,1.0,1.0,2.0,1.0,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276003,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1276003,PI 368403,Capsicum annuum L.,8.0,,,,,,2.0,,,,,11.0,,1.0,1.0,4.0,,4.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,45.0,35.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552832,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1552832,PI 631139,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,9.0,,3.0,5.0,,1.0,1.0,,2.0,1.0,0.0,1.5,,1.0,9.0,4.0,0.4,0.8,2.0,0.0,1.0,2.0,2.0,,9.0,1.0,1.0,,1.0,5.0,1.0,5.0,8.0,9.0,1.0,7.0,1.0,,,3.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906386,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906386,PI 666495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572414,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572414,PI 640591,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334322,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334322,PI 439386,Capsicum baccatum L.,,,9.0,9.0,,9.0,,,1.0,1.0,0.0,,,,,5.0,,,2.0,,1.0,,5.0,1.0,7.0,3.0,1.0,,1.0,3.0,1.0,5.0,,,0.0,,1.0,,,1.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906358,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906358,PI 666586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382556,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1382556,PI 487620,Capsicum annuum L.,5.0,,,,,,2.0,,,,,8.0,,1.0,1.0,1.0,,3.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,50.0,67.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132257,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1132257,PI 123164,Capsicum annuum L.,9.0,,,,,,1.0,,,,,7.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,20.0,,,,,,,,3.0,3.0,5.0,9.0,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252717,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252717,PI 339104,Capsicum annuum L.,9.0,,5.0,9.0,,5.0,2.0,,1.0,1.0,0.0,8.0,,1.0,9.0,6.0,,5.0,2.0,,1.0,3.0,2.0,1.0,5.0,5.0,1.0,,1.0,1.0,0.0,3.0,1.0,,0.0,2.0,,66.0,61.0,3.0,1.0,,,5.0,,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573265,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573265,PI 674461,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786816,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1786816,PI 665008,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284065,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284065,PI 379173,Capsicum annuum L.,9.0,,,,,,1.0,,,,,9.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,40.0,50.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406816,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1406816,PI 511880,Capsicum annuum L.,6.0,,,,,,1.0,,,,,6.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,8.0,,,1.0,,60.0,50.0,,,,,,,,,9.0,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515375,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515375,PI 593563,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048078,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048078,Grif 9352,Capsicum spp.,,,9.0,1.0,,7.0,,,1.0,1.0,0.0,,1.0,,1.0,1.0,,,4.0,0.0,1.0,,,,9.0,3.0,,,1.0,1.0,0.0,1.0,,7.0,,9.0,,,,2.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515435,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515435,PI 593623,Capsicum pubescens Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573589,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573589,PI 640854,Capsicum annuum L.,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334309,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334309,PI 439373,Capsicum baccatum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251500,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1251500,PI 337524,Capsicum baccatum L. var. baccatum,,,1.0,5.0,,5.0,1.0,,1.0,1.0,0.0,1.0,,1.0,9.0,1.0,0.8,1.0,2.0,0.0,1.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,9.0,1.0,9.0,1.0,36.0,85.0,1.0,1.0,2.0,1.0,2.0,0.1,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276078,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1276078,PI 368478,Capsicum annuum L.,9.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,5.0,,35.0,40.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209242,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209242,PI 281370,Capsicum annuum L.,9.0,,9.0,,,,1.0,,1.0,1.0,0.0,2.0,,1.0,1.0,4.0,,1.0,2.0,,1.0,,2.0,1.0,,,1.0,,1.0,5.0,,9.0,8.0,,0.0,5.0,1.0,100.0,,3.0,1.0,,,1.0,,,,5.0,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334349,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334349,PI 439413,Capsicum chacoense Hunz.,,,5.0,3.0,,7.0,,,1.0,1.0,0.0,,,,,4.0,,,,,1.0,,2.0,1.0,,,1.0,,,9.0,5.0,9.0,,,0.0,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327765,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1327765,PI 432829,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047375,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047375,Grif 9234,Capsicum frutescens L.,,,,,,3.0,1.0,,,,0.0,4.0,,,3.0,5.0,4.1,2.0,2.0,0.0,5.0,2.0,2.0,,,1.0,1.0,,1.0,,3.0,,,9.0,1.0,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572877,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572877,PI 640706,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515306,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515306,PI 593518,Capsicum annuum L.,9.0,,5.0,5.0,,5.0,,,1.0,1.0,0.0,,,,1.0,2.0,,,2.0,,1.0,,2.0,1.0,,5.0,1.0,,1.0,5.0,9.0,9.0,,,0.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209218,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209218,PI 281319,Capsicum chinense Jacq.,,,,,,,1.0,,,,,10.0,,2.0,1.0,1.0,7.7,2.0,,,,,3.0,,,,,,,,,,8.0,,,4.0,,70.0,,,,,,,,,,5.0,,,,,,,,,198.77,72.21,270.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336557,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336557,PI 441621,Capsicum chinense Jacq.,,,,,,,2.0,,,,,2.18,,3.0,9.0,,1.1,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515425,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515425,PI 593613,Capsicum frutescens L.,,,9.0,3.0,,5.0,,,2.0,,0.0,,,,9.0,4.0,,,3.0,,1.0,2.0,2.0,1.0,7.0,3.0,1.0,,1.0,5.0,3.0,9.0,,,0.0,,1.0,,,3.0,2.0,,1.0,5.0,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336516,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336516,PI 441580,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,3.0,9.0,,5.0,2.0,,1.0,1.0,0.0,4.0,,1.0,1.0,6.0,26.5,5.0,3.0,0.0,1.0,3.0,2.0,1.0,9.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,9.0,0.0,5.0,,80.0,110.0,1.0,1.0,2.0,1.0,3.5,0.3,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112403,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1112403,PI 635854,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209209,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209209,PI 281310,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,,,,1.0,,1.0,1.0,0.0,2.0,,1.0,1.0,2.0,5.5,4.0,2.0,0.0,1.0,2.0,2.0,,9.0,,1.0,,1.0,3.0,0.0,3.0,5.0,5.0,1.0,3.0,1.0,60.0,,1.0,1.0,2.0,1.0,3.5,0.1,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199592,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1199592,PI 263258,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,,,3.0,2.0,,1.0,1.0,0.0,4.0,,1.0,1.0,1.0,7.3,1.0,2.0,0.0,1.0,4.0,2.0,1.0,9.0,4.0,1.0,1.0,1.0,3.0,0.0,3.0,5.0,9.0,1.0,2.0,1.0,25.0,,1.0,1.0,2.0,1.0,5.0,0.1,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572312,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572312,PI 640534,Capsicum annuum L.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048446,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048446,Grif 9406,Capsicum spp.,,,9.0,,,3.0,,,2.0,1.0,0.0,,,,9.0,,,,2.0,,1.0,2.0,2.0,1.0,7.0,1.0,1.0,,,9.0,3.0,9.0,,,1.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572422,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572422,PI 640596,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573244,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573244,PI 656299,Capsicum annuum L.,6.0,,,,,,,,,,,7.99,,,,,2.2,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333557,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333557,PI 438621,Capsicum annuum L.,9.0,,,,,,1.0,,,,,5.0,,1.0,1.0,4.0,,1.0,,,,,2.0,,,,,,,,,,8.0,,,9.0,,74.0,78.0,,,,,,,,,5.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142570,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142570,PI 165591,Capsicum annuum L.,8.0,,9.0,1.0,,3.0,1.0,,1.0,1.0,0.0,6.0,,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,3.0,2.0,,5.0,1.0,1.0,,,5.0,0.0,7.0,5.0,9.0,,4.0,1.0,62.0,55.0,3.0,1.0,,1.0,4.0,,8.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336484,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336484,PI 441548,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,,,,2.0,,1.0,1.0,0.0,6.5,,1.0,1.0,,7.5,3.5,,0.0,1.0,,2.0,1.0,9.0,,1.0,,1.0,5.0,1.0,3.0,,5.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,3.5,2.5,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047591,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047591,Grif 9271,Capsicum chinense Jacq.,,,7.0,,1.0,,,,2.0,,0.0,4.45,,,,4.0,7.2,2.33,2.0,,1.0,,5.0,1.0,5.0,5.0,1.0,,,9.0,9.0,1.0,,,0.0,,1.0,,,4.0,1.0,,1.0,5.0,,,,,,,,,,,,,190.63,96.79,287.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906267,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906267,PI 666561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403371,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1403371,PI 508435,Capsicum annuum L.,5.0,,,,,,1.0,,,,,8.0,,1.0,9.0,1.0,,1.0,,,,,2.0,,,,,,,,,,5.0,,,1.0,,35.0,40.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134953,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1134953,PI 138562,Capsicum annuum L.,9.0,,,,,,2.0,,,,,5.0,,1.0,1.0,4.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,90.0,85.0,,,,,,,7.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196553,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196553,PI 257110,Capsicum baccatum L.,,,7.0,,,7.0,1.0,,1.0,1.0,0.0,5.0,,3.0,1.0,4.0,2.3,3.0,2.0,0.0,1.0,,2.0,1.0,5.0,,1.0,1.0,1.0,7.0,0.0,3.0,8.0,5.0,0.0,5.0,1.0,30.0,,1.0,1.0,2.0,1.0,9.0,0.2,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573602,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573602,PI 640860,Capsicum annuum L.,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165632,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1165632,PI 195275,Capsicum annuum L.,6.0,,,,,7.0,1.0,,1.0,1.0,0.0,4.0,1.0,1.0,9.0,1.0,,1.0,,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,,1.0,,1.0,9.0,1.0,1.0,,5.0,1.0,52.0,,3.0,1.0,,1.0,3.0,,6.0,6.0,5.0,9.0,9.0,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196574,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196574,PI 257135,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,3.0,1.0,,7.0,1.0,,1.0,1.0,0.0,15.0,,1.0,1.0,1.0,6.7,3.0,4.0,0.0,3.0,,4.0,1.0,7.0,1.0,1.0,,1.0,1.0,0.0,5.0,8.0,9.0,1.0,5.0,1.0,80.0,90.0,1.0,1.0,2.0,1.0,5.0,,,,5.0,,,,,,,,,70.1,29.5,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572896,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572896,PI 640714,Capsicum annuum L.,9.0,,,,,,,,,,,8.02,,,,,74.9,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266923,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266923,PI 357607,Capsicum annuum L.,9.0,,,,,,2.0,,,,,2.0,,1.0,1.0,3.0,,2.0,,,,,2.0,,,,,,,,,,8.0,,,5.0,,60.0,30.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284097,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284097,PI 379206,Capsicum annuum L.,5.0,,,,,,2.0,,,,,11.0,,,1.0,4.0,,4.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,50.0,40.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334248,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334248,PI 439312,Capsicum annuum L.,5.0,,5.0,,,7.0,,,1.0,1.0,0.0,,,,,2.0,,,,,1.0,,2.0,1.0,7.0,3.0,1.0,,1.0,7.0,1.0,9.0,,,0.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047534,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047534,Grif 9261,Capsicum chinense Jacq.,,,,,,,,,,,,5.0,,,,,2.9,1.6,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.91,126.47,410.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
