id,url,plant_id,latin_name,phytophthora root rot,determinate habit,dwarfism,plant habit,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,calyx shape,corolla spots,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,pungency,plant height,plant width,anther color,corolla color,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,image,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,error,core subset,percent dry weight,beet curly top virus,phytophthora,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,differential host sets,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,adult stem color,blade pigmentation,bract length in millimeters,branching index,flower color,inflorescence density,inflorescence shape,petiole pigmentation,sex type,terminal inflorescence,hundred seed weight,number of seeds per gram
1165642,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1165642,PI 195302,Capsicum annuum L.,"5 - Brown roots, small lesions on stems, lower leaves wilted, stunted plants, partial girdling at stem base",0 - ABSENT,0 - ABSENT,M - MIXED,0 - ABSENT,M - MIXED,0 - ABSENT,1 - SMOOTH,2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,1.0,1 - PENDANT,6 - BELL,,2,2 - GREEN,0 - GLABROUS,"5 - (1 = SMOOTH, 9 = CURLED)",3,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",5 - FLAT,1 - STRAW,,1 - GREEN,M - MIXED,0 - GLABROUS,5 - SAME LEVEL,8 - LATE,1 - LOW (NONE UNIFORM),PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,57,50,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,2,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,5 - PUNGENT,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327738,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1327738,PI 432802,Capsicum annuum L.,,,0 - ABSENT,,0 - ABSENT,M - MIXED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,,0 - NONE,8,0 - ABSENT,,5 - MEDIUM,6 - BELL,65.5,6,1 - DARK GREEN,0 - GLABROUS,1 - SMOOTH,M,2 - RED,M - MIXED,,,1 - STRAW,0 - ABSENT,1 - GREEN,,"1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",,9 - HIGH (ALL UNIFORM),BEL - BELL,0 - SEPARATING CALYX (HAS Sp GENE),,,0 - ABSENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,0,0,0,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573441,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573441,PI 640821,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265221,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1265221,PI 355717,Capsicum annuum L.,9 - Dead plants,,0 - ABSENT,,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,1 - PRESENT,1 - WHITE,,0 - NONE,4,,1.0,9 - ERECT,2 - OBLATE,8.5,3,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,2,5 - ORANGE,1 - PRESENT,,,1 - STRAW,M - MIXED,1 - GREEN,,3 - SPARSE,5 - SAME LEVEL,5 - MEDIUM,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,,1 - PRESENT,45,40,3 - BLUE,1 - WHITE OR PALE YELLOW,,5,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144000,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1144000,PI 167385,Capsicum annuum L.,9 - Dead plants,M - MIXED,0 - ABSENT,M - MIXED,0 - ABSENT,M - MIXED,M - MIXED,M - MIXED,1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,13,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,3,2 - GREEN,M - MIXED,M - MIXED,M,2 - RED,M - MIXED,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,M - MIXED,M - MIXED,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - EARLY,M - MIXED,PAP - PAPRIKA,,"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,90,,M - MIXED,1 - WHITE OR PALE YELLOW,1 - GREEN,4,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,1 - SWEET,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132259,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1132259,PI 123166,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,2 - SAUCER SHAPED,,,,,,5,,1.0,1 - PENDANT,4 - CONIC,,2,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,TAB - TABASCO,,"5 - (1 = LOW,  9 = HIGH)",,,45,,,,,,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106042,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1106042,PI 635844,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,9.71,,,,,100.8,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573247,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573247,PI 640879,Capsicum annuum L.,"7 - Brown roots, large lesions on stems, girdling, whole plant wilted and stunted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906403,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906403,PI 666589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333497,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333497,PI 438561,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,8,,1.0,1 - PENDANT,1 - ELONGATE,,1,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,CAY - CAYENNE,,"5 - (1 = LOW,  9 = HIGH)",,,61,64,,,,,,,,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,315.9,164.2,480.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573261,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573261,PI 640780,Capsicum annuum L.,"2 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275990,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1275990,PI 368390,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,8,,1.0,M - MIXED,1 - ELONGATE,,,,,,,2 - RED,,,,,,,,,,8 - LATE,,MIX - MIXED,,9 - HIGH,,,45,30,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265273,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1265273,PI 355808,Capsicum frutescens L.,,,,,,,,,1 - CUP SHAPED,,,,,,1,,1.0,9 - ERECT,,,1,,,,,2 - RED,,,,,,,,,,8 - LATE,,MIX - MIXED,,"5 - (1 = LOW,  9 = HIGH)",,,130,80,,,,,,,,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239944,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1239944,PI 322718,Capsicum annuum L.,9 - Dead plants,,,9 - TALL OR UPRIGHT,0 - ABSENT,M - MIXED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,2,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,M - MIXED,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,9 - MULTIPLE,5 - INTERMEDIATE,9 - EXSERTED,5 - MEDIUM,,CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,65,75,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,"6 - (1 = SWEET,  9 = VERY PUNGENT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333597,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333597,PI 438661,Capsicum annuum L.,"2 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,1 - CUP SHAPED,,,,,,10,,1.0,M - MIXED,1 - ELONGATE,,1,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,CAY - CAYENNE,,"5 - (1 = LOW,  9 = HIGH)",,,60,80,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573605,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573605,PI 640863,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333471,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333471,PI 438535,Capsicum chinense Jacq.,,,0 - ABSENT,,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,1 - PRESENT,1 - WHITE,,0 - NONE,3.29,,,"3 - (1 = PENDANT, 9 = ERECT)",5 - CAMPANULATE,6.1,2.41,2 - GREEN,0 - GLABROUS,"3 - (1 = SMOOTH, 9 = CURLED)",3,4 - YELLOW,1 - PRESENT,,,1 - STRAW,M - MIXED,M - MIXED,,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,8 - LATE,9 - HIGH (ALL UNIFORM),MIX - MIXED,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),,,1 - PRESENT,,,3 - BLUE,2 - GREEN WHITE,,7,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,714.25,418.1,1132.35,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327749,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1327749,PI 432813,Capsicum annuum L.,"3 - Brown roots, slight stunting, very small lesions on stems or small water-soaked lesions at base of stem, browning of primary root",,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,9 - SUNKEN,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,8.1,0 - ABSENT,,9 - ERECT,6 - BELL,97.9,6.1,2 - GREEN,,1 - SMOOTH,4,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)","7 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",,,,,,,0 - ABSENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218550,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1218550,PI 288948,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,9,,1.0,1 - PENDANT,4 - CONIC,,4,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,PIM - PIMIENTO,,"4 - (1 = LOW,  9 = HIGH)",,,45,,,,,,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047499,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047499,Grif 9255,Capsicum frutescens L.,,,0 - ABSENT,,,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,,0 - NONE,2,1 - PRESENT,,9 - ERECT,4 - CONIC,0.7,1,2 - GREEN,0 - GLABROUS,1 - SMOOTH,2,,,,1 - PROTRUDED,1 - STRAW,,1 - GREEN,,0 - GLABROUS,"3 - (1 = INSERTED, 9 = EXSERTED)",,9 - HIGH (ALL UNIFORM),TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,2 - GREEN WHITE,,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906297,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906297,PI 666414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218565,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1218565,PI 288964,Capsicum annuum L.,9 - Dead plants,,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,15,0 - ABSENT,1.0,1 - PENDANT,4 - CONIC,,10,2 - GREEN,,1 - SMOOTH,2,2 - RED,1 - PRESENT,1 - PENDANT,M - MIXED,1 - STRAW,,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,M - MIXED,5 - MEDIUM,,PIM - PIMIENTO,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,0 - ABSENT,70,,3 - BLUE,1 - WHITE OR PALE YELLOW,,M,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906385,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906385,PI 666494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265222,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1265222,PI 355718,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,11,,1.0,1 - PENDANT,1 - ELONGATE,,6,,,,,2 - RED,,,,,,,,,,1 - EARLY,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,,42,56,,,,,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169319,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1169319,PI 200729,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,5 - BLUNT,0 - ABSENT,9 - SERRATE,1 - CUP SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,8,0 - ABSENT,1.0,M - MIXED,1 - ELONGATE,5.8,1,2 - GREEN,0 - GLABROUS,1 - SMOOTH,4,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)",M - MIXED,1 - STRAW,1 - PRESENT,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",5 - INTERMEDIATE,5 - SAME LEVEL,8 - LATE,"6 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),"6 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,65,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,9,0.2,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515295,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515295,PI 593510,Capsicum annuum L.,"7 - Brown roots, large lesions on stems, girdling, whole plant wilted and stunted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,,,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438127,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1438127,PI 543191,Capsicum spp.,,0 - ABSENT,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,M - MIXED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,3,0 - NONE,5,0 - ABSENT,,1 - PENDANT,M - MIXED,,3,M - MIXED,0 - GLABROUS,1 - SMOOTH,3,1 - GREEN,1 - PRESENT,9 - ERECT,M - MIXED,1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",,1 - LOW (NONE UNIFORM),,,1 - LOW,0 - ABSENT,1 - PRESENT,,,3 - BLUE,2 - GREEN WHITE,1 - GREEN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549578,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1549578,Grif 14046,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196558,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196558,PI 257117,Capsicum annuum L.,,,,,,,,,1 - CUP SHAPED,,,,,,3,,1.0,1 - PENDANT,4 - CONIC,2,2,,,,,2 - RED,,,,,,,,,,8 - LATE,,TAB - TABASCO,,"6 - (1 = LOW,  9 = HIGH)",,,70,75,,,,,,,,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,1216.81,856.25,2073.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333548,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333548,PI 438612,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,9,,1.0,1 - PENDANT,4 - CONIC,,3,,,,,5 - ORANGE,,,,,,,,,,8 - LATE,,CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",,,50,77,,,,,,,,5 - PUNGENT,,,,,,,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,4 - 76 to 100% discoloration in the absence of foliar symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572815,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572815,PI 640670,Capsicum annuum L.,"2 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048332,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048332,Grif 9387,Capsicum spp.,,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,,0 - ABSENT,,1 - PENDANT,M - MIXED,,,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",9 - EXCESSIVE,9 - EXSERTED,,,,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573608,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573608,PI 640902,Capsicum chinense Jacq.,,,,,,,,,,,,,,,3.95,,,,,7.9,3.12,,,,,5 - ORANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,248.75,229.77,478.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252660,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252660,PI 339046,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,13,,1.0,1 - PENDANT,1 - ELONGATE,,4,,,,,2 - RED,,,,,,,,,,1 - EARLY,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,,60,60,,,,,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334307,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334307,PI 439371,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,2,0 - NONE,9,0 - ABSENT,1,1 - PENDANT,1 - ELONGATE,6.9,2,3 - GREEN YELLOW,0 - GLABROUS,"3 - (1 = SMOOTH, 9 = CURLED)",3,2 - RED,0 - ABSENT,9 - ERECT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,0 - ABSENT,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","3 - (1 = INSERTED, 9 = EXSERTED)",,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,0 - ABSENT,1 - PRESENT,,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,3,0.1,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276003,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1276003,PI 368403,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,2 - SAUCER SHAPED,,,,,,11,,1.0,1 - PENDANT,4 - CONIC,,4,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,,45,35,,,,,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
